timestamp,id,activity,phone,watch,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (m/s^2),Gyroscope y (m/s^2),Gyroscope z (m/s^2),_merge
1970-01-03 01:14:27.000,1621.0,A,0.0,1.0,-4.573972775,-8.353220425,2.0709845075,0.7736920666666666,-0.3555135466666666,0.16510692999999999,both
1970-01-03 01:14:27.250,1621.0,A,0.0,1.0,-2.86570978,-7.348732580000001,-0.9806651799999999,-3.9694331739999997,0.89411265,-0.6836957700000001,both
1970-01-03 01:14:27.500,1621.0,A,0.0,1.0,-2.07370788,-7.208911359999999,-7.48283792,-0.21290226439999999,-0.04584631319999999,-0.40843159599999995,both
1970-01-03 01:14:27.750,1621.0,A,0.0,1.0,-2.8425658833333336,-4.964826116666666,-8.095992916666665,-1.3921971133333333,-0.61574255,-0.3728518616666667,both
1970-01-03 01:14:28.000,1621.0,A,0.0,1.0,-3.2090383200000003,-5.27822702,-6.037697860000001,0.850211724,-0.022588931999999996,-0.08416521199999999,both
1970-01-03 01:14:28.250,1621.0,A,0.0,1.0,-2.3624486,-5.90502918,-6.906793,0.22297851,1.10766622,-0.8249501159999998,both
1970-01-03 01:14:28.500,1621.0,A,0.0,1.0,2.12763724,-8.34950908,-8.553524999999999,0.8009870079999999,0.411416318,-0.10078344400000001,both
1970-01-03 01:14:28.750,1621.0,A,0.0,1.0,0.5661389320000001,-6.81961412,-3.9571365799999993,1.327434782,0.7297276930000001,-0.18366117,both
1970-01-03 01:14:29.000,1621.0,A,0.0,1.0,4.41984592,-8.77136732,-3.8206671200000004,-0.255548958,0.025163137999999984,-1.1504952000000002,both
1970-01-03 01:14:29.250,1621.0,A,0.0,1.0,5.724685859999999,-6.653935339999999,-4.27269238,-0.7824319018,-0.0006109286000000047,-0.20603173436,both
1970-01-03 01:14:29.500,1621.0,A,0.0,1.0,5.616467999999999,-6.47101828,-4.438371139999999,-0.326498734,0.358383188,-0.33151987439999997,both
1970-01-03 01:14:29.750,1621.0,A,0.0,1.0,5.831946240000001,-6.0778905,-5.854780819999999,0.9952698680000001,-0.74393248,-0.26078631399999996,both
1970-01-03 01:14:30.000,1621.0,A,0.0,1.0,7.466228339999999,-6.3446045600000005,-3.9226600599999997,0.12665327200000004,-0.785903906,0.157010392,both
1970-01-03 01:14:30.250,1621.0,A,0.0,1.0,4.20724084,-7.248654999999999,-3.55203762,1.32826667,-0.12521837799999996,0.28931624,both
1970-01-03 01:14:30.500,1621.0,A,0.0,1.0,4.69996744,-8.369620280000001,-2.3060950520000003,0.5403958839999998,-0.12031601680000001,-0.035802468799999994,both
1970-01-03 01:14:30.750,1621.0,A,0.0,1.0,2.42739136,-8.2676275,1.86747736,1.7371088200000002,-0.675736118,0.0587928492,both
1970-01-03 01:14:31.000,1621.0,A,0.0,1.0,6.47167706,-9.411097979999997,3.1531636224,0.70315974,-0.9443899519999999,0.30252524140000003,both
1970-01-03 01:14:31.250,1621.0,A,0.0,1.0,2.8171673675200006,-6.07310188,-0.453940618,-0.040819994999999984,-1.0117162351200002,-0.8027931340000001,both
1970-01-03 01:14:31.500,1621.0,A,0.0,1.0,7.730547939999999,-7.274033520000001,-1.9876662300000003,-2.14727258,0.42361864800000004,0.88032466,both
1970-01-03 01:14:31.750,1621.0,A,0.0,1.0,3.3414975119999992,-7.166773359999999,-2.5646688600000003,-1.2939960199999998,0.8789134539999999,0.36580195520000003,both
1970-01-03 01:14:32.000,1621.0,A,0.0,1.0,6.0541281,-8.796746,-5.222711540000001,0.27066265112,-0.232793302,-0.17641764633919998,both
1970-01-03 01:14:32.250,1621.0,A,0.0,1.0,5.0160022,-7.088722300000001,-1.2354080399999998,2.359646154,-0.6644384329999999,-0.890144798,both
1970-01-03 01:14:32.500,1621.0,A,0.0,1.0,7.74347682,-7.408587940000001,0.446279206,-3.37573752,0.40636535939999996,1.0918861679999998,both
1970-01-03 01:14:32.750,1621.0,A,0.0,1.0,4.89198256,-5.66752436,-4.72567542,0.12152561400000003,1.67083424,-0.10120996199999999,both
1970-01-03 01:14:33.000,1621.0,A,0.0,1.0,6.656988059999999,-8.21303984,-4.05194694,0.9892900339999999,-0.53000208,-0.11015819800000001,both
1970-01-03 01:14:33.250,1621.0,A,0.0,1.0,6.0842949399999995,-5.16378428,-1.7841591400000003,0.6221999100000001,-0.569629914,-1.028203092,both
1970-01-03 01:14:33.500,1621.0,A,0.0,1.0,8.73754912,-9.35459492,-2.6858154999999995,-0.48354504,0.6594730120000001,1.19479073,both
1970-01-03 01:14:33.750,1621.0,A,0.0,1.0,3.50526092,-10.5071634,0.25953147000000004,1.36596674,0.2704389468,4.356282780000001,both
1970-01-03 01:14:34.000,1621.0,A,0.0,1.0,-6.751977999999999,-3.9671622400000004,-0.29113493,0.32840313700000007,-0.9727315759999999,4.31665482,both
1970-01-03 01:14:34.250,1621.0,A,0.0,1.0,-5.91927462,-0.12159554839999998,4.05434114,-2.0047331,-0.6866119354,1.79730428,both
1970-01-03 01:14:34.500,1621.0,A,0.0,1.0,-8.58162692,-0.345692792,6.58357582,0.29325376059999997,0.150901635,-0.27378281800000004,both
1970-01-03 01:14:34.750,1621.0,A,0.0,1.0,-7.570316200000001,0.623480058,3.5084631600000002,3.2110068600000004,-0.002059698000000015,-1.2768358,both
