timestamp,id,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),phone,watch,activity,Gyroscope x (m/s^2),Gyroscope y (m/s^2),Gyroscope z (m/s^2),_merge
1970-01-02 22:29:44.000,1640,7.211404300000001,-0.23950197,-7.9945755,0,1,D,,,,left_only
1970-01-02 22:29:44.250,1640,6.504673749999999,1.0400372820833335,-7.99956515,0,1,D,-0.4992539166666667,0.23222765,0.083800802,both
1970-01-02 22:29:44.500,1640,6.985166876923079,2.0869832692307693,-6.953110507692307,0,1,D,-0.07297061466666666,0.17328301366666665,-0.3421274366666667,both
1970-01-02 22:29:44.750,1640,6.5481832,1.7649298699999998,-7.277865891666667,0,1,D,0.18730899833333337,-0.20683884666666666,-0.016334049999999992,both
1970-01-02 22:29:45.000,1640,6.496490783333335,1.4509827166666662,-7.591413916666667,0,1,D,0.06728920316666667,0.014203527000000002,0.0550386625,both
1970-01-02 22:29:45.250,1640,6.6231504615384615,1.3553969153846153,-7.5109659076923085,0,1,D,-0.04824126314285714,-0.021000927285714288,0.0640680473857143,both
1970-01-02 22:29:45.500,1640,6.526029424999998,1.4382092916666664,-7.532536399999999,0,1,D,-0.018464583666666666,-0.007101762833333334,0.012072997166666667,both
1970-01-02 22:29:45.750,1640,6.491055876923077,1.424852453846154,-7.555550084615385,0,1,D,-0.0039059697,-0.0007101762666666664,0.0074568514499999995,both
1970-01-02 22:29:46.000,1640,6.4960914999999995,1.4348163500000002,-7.553093633333333,0,1,D,0.00053263225,0.00230807305,0.0024856171166666666,both
1970-01-02 22:29:46.250,1640,6.500083192307693,1.4320375153846154,-7.5494704384615385,0,1,D,0.00030436129999999995,0.001978348342857143,0.0021305289428571426,both
1970-01-02 22:29:46.500,1640,6.500881583333334,1.4332196833333335,-7.548104058333333,0,1,D,0.0015978967333333336,0.003728425666666667,0.0,both
1970-01-02 22:29:46.750,1640,6.501679941666666,1.4328205083333334,-7.54910195,0,1,D,0.00266316125,0.0035508816000000003,0.0,both
1970-01-02 22:29:47.000,1640,6.499714838461538,1.4268790153846154,-7.548917676923076,0,1,D,0.00372842565,0.0026631611833333336,-0.0007101763333333333,both
1970-01-02 22:29:47.250,1640,6.5024783416666665,1.4314234083333333,-7.540919008333332,0,1,D,0.0023080730666666664,0.003373337533333333,-0.0003550881666666667,both
1970-01-02 22:29:47.500,1640,6.503767938461539,1.430563653846154,-7.545233107692307,0,1,D,0.0025870708999999998,0.002739251514285714,-0.0003043612857142857,both
1970-01-02 22:29:47.750,1640,6.508465824999999,1.4290284000000002,-7.547505283333333,0,1,D,0.0019529848999999997,0.003373337516666667,0.00017754408333333334,both
1970-01-02 22:29:48.000,1640,6.513255858333333,1.4250366833333334,-7.535929333333335,0,1,D,0.0017754408,0.004083513833333333,0.00053263225,both
1970-01-02 22:29:48.250,1640,6.512795315384614,1.419693930769231,-7.541916869230769,0,1,D,0.0031957934666666673,0.004793690066666668,-0.00053263225,both
1970-01-02 22:29:48.500,1640,6.688691033333334,1.3980927166666666,-7.463679533333333,0,1,D,0.025388803283333334,0.040480049500000004,-0.03444355026666667,both
