timestamp,id,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),phone,watch,activity,Gyroscope x (m/s^2),Gyroscope y (m/s^2),Gyroscope z (m/s^2),_merge
1970-02-01 11:37:10.750,1649.0,-0.58253921,-7.04119755,6.6697971,0.0,1.0,D,0.01675723333333333,0.011619904666666667,0.0018433523333333326,both
1970-02-01 11:37:11.000,1649.0,-0.62324064,-7.04203562,6.7303703200000005,0.0,1.0,D,-0.005755357420000001,0.0092763224,-0.0009973536780000015,both
1970-02-01 11:37:11.250,1649.0,-0.5686528340000001,-7.160309119999999,6.4933444,0.0,1.0,D,-0.073307029,-0.008203121800000001,0.06952985999999999,both
1970-02-01 11:37:11.500,1649.0,-0.63664815,-7.27331536,6.51776526,0.0,1.0,D,-0.015152853959999995,0.02822285032,-0.019947875519999998,both
1970-02-01 11:37:11.750,1649.0,-0.677349588,-7.26421746,6.421518260000001,0.0,1.0,D,-0.0428513272,-0.025254489800000002,-0.0020505814000000015,both
1970-02-01 11:37:12.000,1649.0,-0.576314276,-7.460542080000001,6.2974987,0.0,1.0,D,-0.0848251414,-0.0005419529999999995,-0.00013182664000000038,both
1970-02-01 11:37:12.250,1649.0,-0.628029036,-7.572590480000001,6.15528316,0.0,1.0,D,-0.0392329962,0.010109944999999999,0.0247959466,both
1970-02-01 11:37:12.500,1649.0,-0.6648997480000001,-7.57833658,6.1763522,0.0,1.0,D,0.00017709999999999948,0.01330275598,0.0105237471,both
1970-02-01 11:37:12.750,1649.0,-0.664420918,-7.48161096,6.13421416,0.0,1.0,D,0.027660922640000002,0.013515808600000002,-0.059357599999999996,both
1970-02-01 11:37:13.000,1649.0,-0.621325266,-7.5361987,6.230939859999999,0.0,1.0,D,-0.02624785,-0.008219580619999998,-0.00523896984,both
1970-02-01 11:37:13.250,1649.0,-0.636648166,-7.58551922,6.11649702,0.0,1.0,D,0.02126294288,-0.003958522400000001,0.0322583378,both
1970-02-01 11:37:13.500,1649.0,-0.712304958,-7.4792167,6.19263266,0.0,1.0,D,0.031700618380000004,0.004349261500000001,0.0294895018,both
1970-02-01 11:37:13.750,1649.0,-0.6998550800000001,-7.4380365600000005,6.2615856800000005,0.0,1.0,D,-0.003879692200000001,0.011379687480000001,0.0218198119,both
1970-02-01 11:37:14.000,1649.0,-0.764498534,-7.46580902,6.2137017,0.0,1.0,D,-0.0015354720399999994,8.836367599999979e-05,-0.002042431506,both
1970-02-01 11:37:14.250,1649.0,-0.733373898,-7.45910542,6.25009354,0.0,1.0,D,0.0084784396,-0.00204184548,0.00392283646,both
1970-02-01 11:37:14.500,1649.0,-0.777427232,-7.48256846,6.245305140000001,0.0,1.0,D,-0.0013238041600000007,0.0015788818,0.003923688388800001,both
1970-02-01 11:37:14.750,1649.0,-0.760667806,-7.44330368,6.24195326,0.0,1.0,D,0.006343383380000002,0.003920705599999999,0.00946434154,both
1970-02-01 11:37:15.000,1649.0,-0.788440528,-7.47059752,6.2376437199999994,0.0,1.0,D,0.012094853,0.00392006638,0.007334292440000001,both
1970-02-01 11:37:15.250,1649.0,-0.8085518460000001,-7.442346120000001,6.2591915,0.0,1.0,D,0.014860704999999998,0.0086046732,0.030985080600000003,both
1970-02-01 11:37:15.500,1649.0,-0.9344868500000001,-7.373393060000001,6.281696999999999,0.0,1.0,D,-0.0079359515,0.0005086637400000003,0.019480223999999997,both
1970-02-01 11:37:15.750,1649.0,-0.890912348,-7.4605419600000005,6.23764368,0.0,1.0,D,-0.006231530899999999,-0.013126721040000002,0.0020098876000000003,both
1970-02-01 11:37:16.000,1649.0,-0.886123972,-7.47299192,6.2232785,0.0,1.0,D,-0.023914920080000002,-0.00609597582,-0.00757749188,both
1970-02-01 11:37:16.250,1649.0,-0.8305785,-7.454316979999999,6.2046037400000005,0.0,1.0,D,0.0037811026,-0.01334019964,-0.014181705499999999,both
1970-02-01 11:37:16.500,1649.0,-0.8061576540000001,-7.493581839999999,6.19359032,0.0,1.0,D,-0.00644564856,-0.00034408039999999924,-0.01141191142,both
1970-02-01 11:37:16.750,1649.0,-0.7672917733333334,-7.436440300000001,6.251609833333333,0.0,1.0,D,0.03428420388333333,-0.0020833020050000004,-0.00115039675,both
1970-02-01 11:37:17.000,1649.0,-0.7568370879999999,-7.5208759999999995,6.20364606,0.0,1.0,D,-0.0339276068,0.0020005666659999996,-0.01588682112,both
1970-02-01 11:37:17.250,1649.0,-0.7209240640000001,-7.488314600000001,6.19885762,0.0,1.0,D,0.0071890437599999996,-0.014406103194,-0.00842885136,both
1970-02-01 11:37:17.500,1649.0,-0.6763919119999999,-7.370998759999999,6.36453628,0.0,1.0,D,0.11009188239999998,0.029481725800000004,-0.0018234664999999997,both
1970-02-01 11:37:17.750,1649.0,-0.403452914,-6.8241631400000005,7.208253119999999,0.0,1.0,D,1.2092306499999999,0.1102280232,-0.14158552279999997,both
1970-02-01 11:37:18.000,1649.0,0.45558666600000003,-3.0714914300000005,8.57438454,0.0,1.0,D,0.8589700879999999,-0.45329796400000005,-0.33056246600000005,both
1970-02-01 11:37:18.250,1649.0,1.02827972,-5.35986954,9.43390306,0.0,1.0,D,-1.2873248199999998,-2.06930416,-0.3669945106,both
1970-02-01 11:37:18.500,1649.0,7.6118555400000005,-5.25596112,4.0459913400000005,0.0,1.0,D,-0.539722872,-1.239250348,-0.5457458900000001,both
1970-02-01 11:37:18.750,1649.0,8.12469336,-5.23201904,3.06005912,0.0,1.0,D,0.0391418082,0.1178965492,0.1649985426,both
1970-02-01 11:37:19.000,1649.0,5.0443136,-7.3590278,6.064782259999999,0.0,1.0,D,0.9948965000000001,2.05326838,1.097318488,both
1970-02-01 11:37:19.250,1649.0,1.6182109999999998,-3.8625356600000003,7.7349772,0.0,1.0,D,0.03701075399999998,1.1237186639999996,1.1273589679999998,both
1970-02-01 11:37:19.500,1649.0,-0.8602665709999998,-6.097762299999999,7.70337358,0.0,1.0,D,-0.90383635,0.013496475600000002,-0.1873878376,both
1970-02-01 11:37:19.750,1649.0,-0.08885481499999999,-8.05286762,5.94507224,0.0,1.0,D,-0.41935544599999997,-0.0926047696,-0.12709323779999998,both
1970-02-01 11:37:20.000,1649.0,-0.042407295000000005,-7.743536619999999,5.88713242,0.0,1.0,D,-0.046511152,-0.16568079,0.016077503400000002,both
1970-02-01 11:37:20.250,1649.0,-0.05533598879999999,-7.880963919999999,5.84547342,0.0,1.0,D,-0.05631041012,0.0460945234,0.04718269166,both
