timestamp,id,activity,phone,watch,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (m/s^2),Gyroscope y (m/s^2),Gyroscope z (m/s^2),_merge
1970-01-02 10:01:42.750,1606,Q,1,0,-8.975046666666668,-4.205678366666667,-0.04294331733333334,,,,left_only
1970-01-02 10:01:43.000,1606,Q,1,0,-8.953213600000002,-4.252059919999999,0.01944580126,0.00713348375,-0.005424499299999999,-0.0027351380000000002,both
1970-01-02 10:01:43.250,1606,Q,1,0,-8.9516206,-4.3450135,-0.0735260012,-0.020297241200000003,-0.0347961433,-0.03475341796,both
1970-01-02 10:01:43.500,1606,Q,1,0,-8.964389200000001,-4.214233439999999,0.04112243659999999,0.02628479066,-0.0213653564,0.01809692402,both
1970-01-02 10:01:43.750,1606,Q,1,0,-8.9269194,-4.27081294,0.16589050200000002,0.011822509539999998,-0.005462646499999999,-0.012362670000000001,both
1970-01-02 10:01:44.000,1606,Q,1,0,-8.922769200000001,-4.2126404,0.2118682888,0.078179933,-0.0757812484,0.0648864744,both
1970-01-02 10:01:44.250,1606,Q,1,0,-9.0456968,-4.113461320000001,0.358477782,0.007452392599999996,-0.0026824954733999998,-0.006842040839999999,both
1970-01-02 10:01:44.500,1606,Q,1,0,-9.041128599999999,-4.1076294,0.381106568,0.0018707274000000023,0.0302581794,-0.03254089346,both
1970-01-02 10:01:44.750,1606,Q,1,0,-8.9566346,-4.23655696,0.147842408,-0.043997192000000004,0.069879151,-0.0670166012,both
1970-01-02 10:01:45.000,1606,Q,1,0,-8.8453154,-4.415689040000001,0.1582244914,0.0719360356734,-0.056524657820000004,-0.01911621108,both
1970-01-02 10:01:45.250,1606,Q,1,0,-8.854107599999999,-4.386755299999999,0.40199280000000004,0.0385101324,-0.0427917482,-0.01920776368,both
1970-01-02 10:01:45.500,1606,Q,1,0,-8.8683256,-4.36773374,0.44677735200000007,0.02208557144,0.0037078857199999995,-0.00689086918,both
1970-01-02 10:01:45.750,1606,Q,1,0,-8.8703398,-4.39260254,0.411312864,0.002862548800000001,-0.0012023926159999998,-0.0013275145799999995,both
1970-01-02 10:01:46.000,1606,Q,1,0,-8.860204800000002,-4.35541374,0.41504516599999997,0.002182006800000001,0.00459594736,-0.005712890786,both
